episode,alpha_emp,N,A1_action,A2_action,r1,r2,r1_shaped,r2_shaped,epsilon_A1,epsilon_A2,total_reward,coop_flag,moving_avg_coop,moving_avg_total_reward
2250,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2251,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2252,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2253,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2254,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2255,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.85
2256,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2257,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2258,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2259,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2260,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2261,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2262,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2263,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2264,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2265,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2266,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2267,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2268,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2269,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2270,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2271,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2272,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2273,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.03,4.88
2274,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.87
2275,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2276,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2277,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2278,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2279,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2280,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2281,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2282,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.9
2283,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2284,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2285,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2286,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2287,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2288,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2289,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2290,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2291,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2292,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2293,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2294,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2295,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2296,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2297,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2298,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.92
2299,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.89
2300,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2301,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2302,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2303,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2304,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2305,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2306,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2307,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2308,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2309,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2310,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.89
2311,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.86
2312,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.86
2313,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.83
2314,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.83
2315,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.8
2316,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.8
2317,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.77
2318,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.77
2319,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.77
2320,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.77
2321,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.74
2322,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.74
2323,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.71
2324,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.71
2325,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.68
2326,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.68
2327,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.65
2328,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.65
2329,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.62
2330,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.62
2331,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.59
2332,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.59
2333,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.56
2334,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.56
2335,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.53
2336,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.52
2337,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.52
2338,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.01,4.53
2339,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.5
2340,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.5
2341,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.47
2342,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.47
2343,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.44
2344,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.44
2345,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.44
2346,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.44
2347,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.44
2348,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.41
2349,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.41
2350,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.38
2351,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.38
2352,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.35
2353,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.35
2354,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.32
2355,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.32
2356,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.29
2357,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.29
2358,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.26
2359,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.26
2360,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,4.23
2361,0.8,2,C,C,3.0,3.0,3.0,3.0,0.05,0.05,6.0,1,0.02,4.24
2362,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.21
2363,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.21
2364,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.18
2365,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.18
2366,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.15
2367,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.15
2368,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.12
2369,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.12
2370,0.8,2,D,C,5.0,0.0,4.0,1.0,0.05,0.05,5.0,0,0.02,4.12
2371,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.09
2372,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.06
2373,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2374,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2375,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2376,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2377,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2378,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2379,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2380,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2381,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2382,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2383,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2384,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2385,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2386,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2387,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2388,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2389,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2390,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2391,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2392,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2393,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2394,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2395,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2396,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.06
2397,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.03
2398,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.03
2399,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.03
2400,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.03
2401,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,4.0
2402,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,4.0
2403,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.97
2404,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.97
2405,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.94
2406,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.94
2407,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2408,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2409,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.88
2410,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.88
2411,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.88
2412,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.88
2413,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2414,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.88
2415,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2416,0.8,2,D,C,5.0,0.0,4.0,1.0,0.05,0.05,5.0,0,0.02,3.91
2417,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2418,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2419,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2420,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2421,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2422,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2423,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2424,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2425,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2426,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2427,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2428,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2429,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2430,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2431,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2432,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2433,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2434,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2435,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.02,3.91
2436,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.91
2437,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.02,3.94
2438,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.9
2439,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.93
2440,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.93
2441,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.93
2442,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.93
2443,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.96
2444,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.93
2445,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.93
2446,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.96
2447,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.93
2448,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.96
2449,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.96
2450,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.96
2451,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.96
2452,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.99
2453,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.96
2454,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.99
2455,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.99
2456,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.99
2457,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,3.99
2458,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.02
2459,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.01,3.99
2460,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.01,4.02
2461,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.98
2462,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
2463,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
2464,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2465,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.01
2466,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2467,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2468,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.04
2469,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2470,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2471,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.07
2472,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.07
2473,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.07
2474,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.04
2475,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2476,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.04
2477,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,4.01
2478,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
2479,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,4.01
2480,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.98
2481,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.98
2482,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.98
2483,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.95
2484,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
2485,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
2486,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
2487,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2488,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2489,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2490,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.89
2491,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2492,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2493,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.86
2494,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
2495,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
2496,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.83
2497,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
2498,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
2499,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.86
2500,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.86
2501,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2502,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.86
2503,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2504,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2505,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.89
2506,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.89
2507,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2508,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.89
2509,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2510,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2511,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
2512,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2513,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2514,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
2515,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2516,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2517,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
2518,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.92
2519,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
2520,0.8,2,D,D,1.0,1.0,1.0,1.0,0.05,0.05,2.0,0,0.0,3.92
2521,0.8,2,C,D,0.0,5.0,1.0,4.0,0.05,0.05,5.0,0,0.0,3.95
